HOUSEID,PERSONID,R_AGE,EDUC,R_HISP,R_RELAT,R_SEX,R_RACE,PRMACT,PAYPROF,GT1JBLWK,WRK_HOME,WKFTPT,WRKTRANS,LSTTRDAY17,OCCAT,SCHTYP,NWALKTRP,WALK4EX,NBIKETRP,BIKE4EX,BIKESHARE,PTUSED,MCUSED,CARSHARE,RIDESHARE,CARRODE,TIMETOWK,NOCONG,PUBTIME,WRKTIME,WKRMHM,FLEXTIME,WKFMHMXX,SCHTRN1,SCHTRN2,DELIVER,MEDCOND,MEDCOND6,HEALTH,PHYACT,VPACT,LPACT,BORNINUS,YRTOUS,YEARMILE,PROXY,WHOPROXY,USEPUBTR,SAMEPLC,W_NONE,W_CANE,W_WLKR,W_WHCANE,W_DOG,W_CRUTCH,W_SCOOTR,W_CHAIR,W_MTRCHR,WORKER,DIARY,OUTCNTRY,FRSTHM17,CNTTDTR,GCDWORK,WKSTFIPS,DRIVER,OUTOFTWN,DISTTOWK17,DISTTOSC17,R_AGE_IMP,R_SEX_IMP,ALT_16,ALT_23,ALT_45,WALK_DEF,WALK_GKQ,BIKE_DFR,BIKE_GKP,CONDTRAV,CONDRIDE,CONDNIGH,CONDRIVE,CONDPUB,CONDSPEC,CONDTAX,TRAVDAY,HOMEOWN,HHSIZE,HHVEHCNT,HHFAMINC,DRVRCNT,HHSTATE,HHSTFIPS,NUMADLT,WRKCOUNT,TDAYDATE,HHRESP,LIF_CYC,MSACAT,MSASIZE,RAIL,URBAN,URBANSIZE,URBRUR,CENSUS_D,CENSUS_R,CDIVMSAR,HH_RACE,HH_HISP,HH_CBSA,SMPLSRCE,WTPERFIN,HBHUR,HTHTNRNT,HTPPOPDN,HTRESDN,HTEEMPDN,HBHTNRNT,HBPPOPDN,HBRESDN
30000302,3,17,1,2,3,2,1,5,2,-1,-1,-1,-1,-1,-1,1,2,2,0,-1,-1,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,3,3,0,2,-1,1,3,5,-1,1,-1,8000,2,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,2,1,3,-9.0,-9,1,2,-9.0,7.77999999999997,17,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,1,3,3,11,3,TX,48,2,2,201609,1,8,2,5,2,1,4,1,7,3,72,1,2,26420,1,100.732448928151,S,5,1500,750,750,0,3000,750
30000308,1,64,3,2,1,2,1,6,2,-1,-1,-1,-1,-1,-1,-1,20,0,0,-1,-1,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,2,-1,5,1,-1,500,1,1,2,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,2,1,2,1,4,-9.0,-9,1,2,-9.0,-9.0,64,2,4,1,2,3,-1,-1,-1,1,2,1,2,2,2,2,4,2,1,1,1,1,WI,55,1,0,201606,1,9,4,6,2,4,6,2,3,2,34,1,2,XXXXX,2,182.026196927051,R,5,50,50,25,20,50,50
30000309,1,68,5,2,1,1,1,6,1,2,1,2,-9,-1,4,-1,2,2,1,1,0,0,-1,0,0,-1,-1,-1,-1,08:00 AM,-1,1,-1,-1,-1,0,2,-1,1,2,-1,3,2,1998,10000,1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,1,2,-9.0,-9,1,2,-9.0,-9.0,68,1,2,2,4,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,2,7,2,TX,48,2,1,201610,1,10,2,4,2,1,4,1,7,3,72,1,2,12420,2,300.659549508973,T,20,1500,750,750,5,3000,750
30000309,2,37,3,2,2,2,3,4,2,-1,-1,-1,-1,-1,-1,-1,2,2,1,1,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,-1,1,2,-1,3,2,2015,2000,1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,2,1,2,-9.0,-9,1,2,-9.0,-9.0,37,2,2,2,4,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,2,7,2,TX,48,2,1,201610,1,10,2,4,2,1,4,1,7,3,72,1,2,12420,2,352.237469804487,T,20,1500,750,750,5,3000,750
30000312,1,28,5,2,1,2,1,1,-1,2,2,1,5,-1,4,-1,3,3,0,-1,-1,0,-1,0,0,1,20,15,-1,08:30 AM,2,2,-1,-1,-1,30,2,-1,1,2,-1,7,1,-1,20000,1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,2,1,3,11.0699999999997,21,1,2,14.0599999999999,-9.0,28,2,2,2,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,1,4,2,8,2,KY,21,2,2,201611,1,4,2,4,2,1,3,1,6,3,62,1,2,31140,1,7978.37287267495,S,5,3000,1500,1500,20,3000,1500
30000312,2,31,5,2,2,1,1,1,-1,2,2,1,3,-1,4,-1,5,5,0,-1,-1,0,-1,0,0,1,20,10,-1,07:05 AM,2,2,-1,-1,-1,1,2,-1,1,2,-1,7,1,-1,20000,2,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,1,3,5.12999999999988,21,1,2,9.51999999999998,-9.0,31,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,1,4,2,8,2,KY,21,2,2,201611,1,4,2,4,2,1,3,1,6,3,62,1,2,31140,1,9136.64332133494,S,5,3000,1500,1500,20,3000,1500
30000312,3,7,-1,2,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,7,0,0,-1,-1,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,10,-1,2,-1,1,2,-1,7,1,-1,-1,2,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,1,6,-9.0,-9,-1,2,-9.0,15.3599999999997,7,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,1,4,2,8,2,KY,21,2,2,201611,1,4,2,4,2,1,3,1,6,3,62,1,2,31140,1,6690.27782321433,S,5,3000,1500,1500,20,3000,1500
30000328,1,63,2,2,1,2,1,1,-1,2,2,1,3,-1,2,-1,0,-1,1,0,0,0,-1,0,0,1,12,12,-1,07:20 AM,2,2,-1,-1,-1,0,2,-1,3,1,-1,-1,1,-1,-88,1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,1,2,3.83999999999992,6,1,2,6.26999999999998,-9.0,63,2,4,1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,2,11,2,CA,6,2,2,201607,1,2,3,2,2,1,1,1,9,4,93,1,2,XXXXX,2,33.3211599366929,T,5,300,300,150,5,750,300
30000328,2,65,5,2,2,1,1,1,-1,2,2,1,4,1,4,-1,2,0,2,0,0,0,-1,0,0,1,15,15,-1,06:30 AM,2,1,-1,-1,-1,0,2,-1,3,2,-1,3,1,-1,-88,1,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,1,0,4.6099999999999,6,1,2,7.02999999999997,-9.0,65,1,4,1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,2,11,2,CA,6,2,2,201607,1,2,3,2,2,1,1,1,9,4,93,1,2,XXXXX,2,32.0266714621714,T,5,300,300,150,5,750,300
30000341,1,61,5,2,1,2,1,1,-1,2,2,2,3,-1,2,-1,0,-1,0,-1,-1,0,-1,0,0,1,10,6,-1,10:00 AM,2,2,-1,-1,-1,6,1,2,3,2,-1,3,1,-1,14000,1,1,2,-1,-1,1,2,-1,-1,-1,-1,-1,-1,1,1,2,1,5,2.38999999999999,48,1,2,3.32999999999993,-9.0,61,2,3,3,4,-1,-1,-1,-1,1,2,1,2,2,2,2,5,1,3,2,6,3,TX,48,3,3,201604,1,2,2,4,2,1,4,1,7,3,72,1,2,12420,2,277.809600392642,U,20,7000,3000,3000,20,7000,3000
30000341,2,28,5,2,3,1,1,1,-1,2,2,1,11,-1,4,-1,13,3,0,-1,-1,21,-1,0,0,-9,35,-1,0,08:15 AM,2,1,-1,-1,-1,10,2,-1,2,2,-1,8,1,-1,400,1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,1,5,1.78999999999996,48,1,2,2.57999999999993,-9.0,28,1,1,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,1,3,2,6,3,TX,48,3,3,201604,1,2,2,4,2,1,4,1,7,3,72,1,2,12420,2,407.415399981904,U,20,7000,3000,3000,20,7000,3000
30000341,3,24,4,2,3,1,1,1,-1,2,2,1,3,-1,2,-1,8,0,0,-1,-1,2,-1,0,0,1,10,5,-1,07:50 AM,2,2,-1,-1,-1,3,2,-1,2,3,5,-1,1,-1,2600,1,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,1,4,1.83999999999997,48,1,2,2.52999999999997,-9.0,24,1,1,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,1,3,2,6,3,TX,48,3,3,201604,1,2,2,4,2,1,4,1,7,3,72,1,2,12420,2,585.819699344838,U,20,7000,3000,3000,20,7000,3000
30000380,1,52,3,2,1,2,1,4,2,-1,-1,-1,-1,-1,-1,-1,14,0,0,-1,-1,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,3,4,2,-1,7,1,-1,3000,1,1,2,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,2,1,2,1,6,-9.0,-9,1,2,-9.0,-9.0,52,2,1,4,4,4,7,-1,-1,2,1,1,2,1,1,2,2,2,3,1,3,2,NY,36,2,1,201610,1,6,3,1,2,1,1,1,2,1,23,1,2,XXXXX,2,328.406635067042,S,50,3000,1500,1500,50,3000,1500
30000380,2,46,3,2,2,1,1,1,-1,2,2,1,4,-1,1,-1,7,7,0,-1,-1,0,-1,0,0,1,10,5,-1,06:00 PM,2,2,-1,-1,-1,0,2,-1,3,3,7,-1,1,-1,10000,2,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,2,9,1.00999999999999,36,1,2,1.19,-9.0,46,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,3,1,3,2,NY,36,2,1,201610,1,6,3,1,2,1,1,1,2,1,23,1,2,XXXXX,2,386.581927681883,S,50,3000,1500,1500,50,3000,1500
30000380,3,14,1,2,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,7,0,2,2,0,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,10,-1,2,-1,3,3,5,-1,1,-1,-1,2,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,1,3,-9.0,-9,-1,2,-9.0,2.42999999999995,14,1,-1,-1,-1,-1,-1,-9,-9,-1,-1,-1,-1,-1,-1,-1,2,2,3,1,3,2,NY,36,2,1,201610,1,6,3,1,2,1,1,1,2,1,23,1,2,XXXXX,2,341.089169199106,S,50,3000,1500,1500,50,3000,1500
30000400,1,51,3,1,1,2,2,1,-1,1,2,2,3,-1,1,-1,0,-1,0,-1,-1,0,-1,0,0,2,20,15,-1,02:30 PM,2,2,-1,-1,-1,1,2,-1,3,2,-1,8,1,-1,-88,1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,1,2,10.5799999999999,6,1,2,16.29,-9.0,51,2,3,3,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,2,2,1,4,2,CA,6,2,2,201604,1,2,1,5,1,1,5,1,9,4,91,2,1,31080,2,3935.40562657204,U,70,30000,30000,5000,60,30000,30000
30000400,2,23,3,1,3,2,2,1,-1,2,2,2,3,-1,1,-1,1,0,0,-1,-1,0,-1,0,14,2,15,10,-1,09:30 AM,2,2,-1,-1,-1,3,2,-1,3,1,-1,-1,1,-1,-88,1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,1,4,2.80999999999995,6,1,2,7.73999999999978,-9.0,23,2,3,1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,2,2,1,4,2,CA,6,2,2,201604,1,2,1,5,1,1,5,1,9,4,91,2,1,31080,2,3941.36952694271,U,70,30000,30000,5000,60,30000,30000
30000401,1,58,2,2,1,1,1,2,2,-9,-9,-1,-9,-1,-9,-1,0,-1,0,-1,-1,2,-1,0,0,-9,-1,-1,-1,-9,-1,-9,-1,-1,-1,2,2,-1,3,2,-1,1,1,-1,10000,1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,2,5,-9.0,-9,1,1,-9.0,-9.0,58,1,3,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,2,3,5,2,MT,30,2,2,201605,1,2,3,1,2,1,1,1,8,4,83,1,2,XXXXX,1,2066.70586950414,S,50,300,300,150,70,3000,1500
30000401,2,60,4,2,2,2,1,2,2,-9,-9,-1,-9,-1,-9,-1,0,-1,0,-1,-1,0,-1,0,0,-9,-1,-1,-1,-9,-1,-9,-1,-1,-1,2,2,-1,3,2,-1,2,1,-1,10000,1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,2,2,5,-9.0,-9,1,1,-9.0,-9.0,60,2,3,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,2,3,5,2,MT,30,2,2,201605,1,2,3,1,2,1,1,1,8,4,83,1,2,XXXXX,1,1925.84916575054,S,50,300,300,150,70,3000,1500
30000402,1,69,2,2,1,1,1,6,2,-1,-1,-1,-1,5,-1,-1,99,30,0,-1,-1,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,-1,2,3,7,-1,1,-1,-88,1,1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,1,0,-9.0,-9,1,2,-9.0,-9.0,69,1,-9,-9,-9,-9,-9,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,1,2,2,7,2,NC,37,2,0,201608,2,10,4,6,2,4,6,2,5,3,54,1,2,XXXXX,2,80.5833031432841,R,20,50,50,25,20,50,50
30000402,2,69,2,2,2,2,1,6,2,-1,-1,-1,-1,-1,-1,-1,99,50,0,-1,-1,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,2,-1,2,2,-1,5,1,-1,-88,1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,2,2,3,-9.0,-9,1,1,-9.0,-9.0,69,2,4,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,1,2,2,7,2,NC,37,2,0,201608,2,10,4,6,2,4,6,2,5,3,54,1,2,XXXXX,2,84.5145885618839,R,20,50,50,25,20,50,50
30000428,1,73,5,2,1,2,1,1,-1,2,2,1,3,-1,4,-1,0,-1,0,-1,-1,0,-1,0,0,1,15,11,-1,07:30 AM,2,1,-1,-1,-1,6,2,-1,2,2,-1,0,1,-1,10000,1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,1,4,5.45999999999981,48,1,2,6.42999999999984,-9.0,73,2,4,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,1,1,1,8,1,TX,48,1,1,201609,1,1,2,5,2,1,4,1,7,3,72,1,2,26420,2,112.818485382537,S,30,7000,3000,3000,30,7000,3000
30000434,1,67,5,2,1,2,1,97,1,2,1,2,-9,-1,4,-1,5,1,1,1,0,0,-1,0,0,-1,-1,-1,-1,09:00 AM,-1,1,-1,-1,-1,3,2,-1,2,2,-1,3,1,-1,10000,1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,2,1,4,-9.0,-9,1,2,-9.0,-9.0,67,2,4,1,3,5,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,7,1,2,2,8,2,NY,36,2,2,201605,1,2,3,2,2,4,6,2,2,1,23,1,2,XXXXX,2,85.6015048460431,R,30,1500,750,750,30,750,300
30000434,2,68,5,2,2,1,1,97,1,2,2,1,3,-1,4,-1,3,0,0,-1,-1,0,-1,0,0,1,25,25,-1,08:00 AM,2,2,-1,-1,-1,3,2,-1,2,2,-1,3,1,-1,12000,1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,2,1,2,12.0099999999998,36,1,2,15.4399999999996,-9.0,68,1,4,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,1,2,2,8,2,NY,36,2,2,201605,1,2,3,2,2,4,6,2,2,1,23,1,2,XXXXX,2,79.9711921233797,R,30,1500,750,750,30,750,300
30000436,1,66,4,2,1,2,1,1,-1,2,2,1,3,-1,4,-1,5,5,0,-1,-1,0,-1,0,0,1,10,10,-1,09:00 AM,1,1,5,-1,-1,0,2,-1,2,2,-1,6,1,-1,2900,1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,2,1,3,1.32999999999998,36,1,2,1.81999999999999,-9.0,66,2,4,3,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,1,2,2,9,1,NY,36,2,1,201610,1,10,3,1,2,1,1,1,2,1,23,1,2,XXXXX,2,74.6900263271996,S,30,750,300,350,40,7000,3000
30000436,2,85,2,2,4,2,1,6,2,-1,-1,-1,-1,2,-1,-1,0,-1,0,-1,-1,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,4,1,-1,-1,1,-1,-1,2,1,2,97,-1,1,2,-1,-1,-1,-1,-1,-1,2,2,2,1,0,-9.0,-9,2,2,-9.0,-9.0,85,2,-1,-1,-1,-1,-1,-1,-1,1,1,2,1,2,2,2,5,1,2,2,9,1,NY,36,2,1,201610,1,10,3,1,2,1,1,1,2,1,23,1,2,XXXXX,2,74.6900263271996,S,30,750,300,350,40,7000,3000
30000439,1,57,5,2,1,1,1,1,-1,2,2,1,3,-1,4,-1,10,10,2,2,0,0,-1,0,0,1,45,30,-1,07:00 AM,2,2,-1,-1,-1,5,2,-1,2,3,7,-1,1,-1,15900,1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,1,2,21.8699999999999,36,1,2,27.1899999999996,-9.0,57,1,4,3,4,3,6,2,3,-1,-1,-1,-1,-1,-1,-1,7,1,4,3,8,4,NY,36,4,2,201608,1,8,1,5,1,4,6,2,2,1,21,1,2,35620,2,175.585014511676,T,50,300,300,150,5,300,50
30000439,2,57,3,2,2,2,1,97,2,-1,-1,-1,-1,-1,-1,-1,3,3,0,-1,-1,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,1,2,4,2,-1,4,1,-1,3000,1,2,2,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,2,1,2,1,2,-9.0,-9,1,2,-9.0,-9.0,57,2,4,3,4,3,5,-1,-1,1,1,1,2,2,2,2,7,1,4,3,8,4,NY,36,4,2,201608,1,8,1,5,1,4,6,2,2,1,21,1,2,35620,2,149.161871403953,T,50,300,300,150,5,300,50
30000439,3,18,2,2,3,1,1,5,2,-1,-1,-1,-1,1,-1,-1,10,10,0,-1,-1,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,-1,1,3,10,-1,1,-1,2500,1,3,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,1,0,-9.0,-9,1,2,-9.0,-9.0,18,1,4,1,2,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,1,4,3,8,4,NY,36,4,2,201608,1,8,1,5,1,4,6,2,2,1,21,1,2,35620,2,274.716873280002,T,50,300,300,150,5,300,50
30000439,4,19,3,2,3,1,1,1,-1,2,2,2,3,-1,3,-1,10,10,0,-1,-1,0,-1,0,0,1,5,5,-1,04:00 PM,2,2,-1,-1,-1,0,2,-1,1,3,7,-1,1,-1,5600,1,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,1,2,0.0399999999999991,36,1,2,0.0499999999999989,-9.0,19,1,4,3,2,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,1,4,3,8,4,NY,36,4,2,201608,1,8,1,5,1,4,6,2,2,1,21,1,2,35620,2,274.716873280002,T,50,300,300,150,5,300,50
30000447,1,76,3,2,1,2,1,6,2,-1,-1,-1,-1,-1,-1,-1,0,-1,0,-1,-1,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,-1,2,2,-1,7,1,-1,3000,1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,2,1,10,-9.0,-9,1,2,-9.0,-9.0,76,2,4,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,1,2,2,10,2,IA,19,2,1,201608,1,10,3,3,2,1,2,1,4,2,43,1,2,XXXXX,2,40.3828852836238,C,20,3000,1500,1500,40,7000,3000
30000447,2,77,5,2,2,1,1,1,-1,2,2,1,3,-1,4,-1,0,-1,0,-1,-1,0,-1,0,0,1,15,15,-1,08:00 AM,2,1,-1,-1,-1,0,2,-1,2,1,-1,-1,1,-1,10000,2,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,1,4,3.8599999999999,19,1,2,5.18999999999983,-9.0,77,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,1,2,2,10,2,IA,19,2,1,201608,1,10,3,3,2,1,2,1,4,2,43,1,2,XXXXX,2,43.9492834591239,C,20,3000,1500,1500,40,7000,3000
30000449,1,67,5,2,1,2,1,1,-1,2,2,1,3,-1,4,-1,5,1,0,-1,-1,0,-1,0,0,1,20,15,-1,09:15 AM,2,1,-1,-1,-1,2,2,-1,3,2,-1,2,1,-1,12000,1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,1,8,7.36999999999989,13,1,2,9.60999999999967,-9.0,67,2,2,1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,1,1,2,7,1,GA,13,1,1,201604,1,1,3,3,2,1,2,1,5,3,53,1,2,XXXXX,2,100.245925142031,S,0,1500,750,750,5,750,300
30000450,1,39,3,2,1,2,2,2,1,2,2,1,11,-1,1,-1,2,1,0,-1,-1,20,-1,0,0,-9,2,-1,2,07:00 AM,2,2,-1,-1,-1,0,2,-1,2,2,-1,1,1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,1,3,17.0699999999997,6,2,2,26.1199999999999,-9.0,39,2,4,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,2,1,0,5,0,CA,6,1,1,201608,1,1,1,5,1,1,5,1,9,4,91,2,2,41860,1,1098.246124231,U,50,17000,7000,5000,50,17000,7000
30000451,1,61,4,2,1,1,1,6,2,-1,-1,-1,-1,-1,-1,-1,7,4,2,2,0,0,-9,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,2,-1,2,2,-1,5,1,-1,5000,1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,1,2,-9.0,-9,1,2,-9.0,-9.0,61,1,2,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,2,4,9,2,TX,48,2,0,201607,1,10,2,5,2,1,4,1,7,3,72,1,2,26420,2,64.5081841186262,S,5,1500,750,750,5,3000,750
