HOUSEID,PERSONID,TDTRPNUM,STRTTIME,ENDTIME,TRVLCMIN,TRPMILES,TRPTRANS,TRPACCMP,TRPHHACC,VEHID,TRWAITTM,NUMTRANS,TRACCTM,DROP_PRK,TREGRTM,WHODROVE,WHYFROM,LOOP_TRIP,TRPHHVEH,HHMEMDRV,HH_ONTD,NONHHCNT,NUMONTRP,PSGR_FLG,PUBTRANS,TRIPPURP,DWELTIME,TDWKND,VMT_MILE,DRVR_FLG,WHYTRP1S,ONTD_P1,ONTD_P2,ONTD_P3,ONTD_P4,ONTD_P5,ONTD_P6,ONTD_P7,ONTD_P8,ONTD_P9,ONTD_P10,ONTD_P11,ONTD_P12,ONTD_P13,TDCASEID,TRACC_WLK,TRACC_POV,TRACC_BUS,TRACC_CRL,TRACC_SUB,TRACC_OTH,TREGR_WLK,TREGR_POV,TREGR_BUS,TREGR_CRL,TREGR_SUB,TREGR_OTH,WHYTO,TRAVDAY,HOMEOWN,HHSIZE,HHVEHCNT,HHFAMINC,DRVRCNT,HHSTATE,HHSTFIPS,NUMADLT,WRKCOUNT,TDAYDATE,HHRESP,LIF_CYC,MSACAT,MSASIZE,RAIL,URBAN,URBANSIZE,URBRUR,GASPRICE,CENSUS_D,CENSUS_R,CDIVMSAR,HH_RACE,HH_HISP,HH_CBSA,SMPLSRCE,R_AGE,EDUC,R_SEX,PRMACT,PROXY,WORKER,DRIVER,WTTRDFIN,WHYTRP90,TRPMILAD,R_AGE_IMP,R_SEX_IMP,VEHTYPE,OBHUR,DBHUR,OTHTNRNT,OTPPOPDN,OTRESDN,OTEEMPDN,OBHTNRNT,OBPPOPDN,OBRESDN,DTHTNRNT,DTPPOPDN,DTRESDN,DTEEMPDN,DBHTNRNT,DBPPOPDN,DBRESDN
30000039,1,1,800,820,20,11.545,4,0,0,1,-1,-1,-1,-1,-1,1,1,2,1,1,1,0,1,2,2,HBW,160,2,11.545,1,10,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,300000390101,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,5,1,2,2,10,2,PA,42,2,1,201609,1,2,3,3,2,1,3,1,234.2,2,1,23,1,2,XXXXX,1,82,5,1,1,1,1,1,935735.901112893,1,12.3935575,82,1,3,S,C,40,7000,1500,1500,5,3000,1500,40,17000,7000,5000,50,17000,7000
30000039,1,2,1100,1120,20,10.901,4,0,0,1,-1,-1,-1,-1,-1,1,3,2,1,1,1,0,1,2,2,NHB,5,2,10.901,1,40,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,300000390102,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,5,1,2,2,10,2,PA,42,2,1,201609,1,2,3,3,2,1,3,1,234.2,2,1,23,1,2,XXXXX,1,82,5,1,1,1,1,1,935735.901112893,3,12.1557051,82,1,3,C,S,40,17000,7000,5000,50,17000,7000,5,3000,1500,1500,5,3000,1500
30000039,1,3,1125,1130,5,0.625,4,0,0,1,-1,-1,-1,-1,-1,1,11,2,1,1,1,0,1,2,2,HBSHOP,30,2,0.625,1,1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,300000390103,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,5,1,2,2,10,2,PA,42,2,1,201609,1,2,3,3,2,1,3,1,234.2,2,1,23,1,2,XXXXX,1,82,5,1,1,1,1,1,935735.901112893,1,0.6709375,82,1,3,S,S,5,3000,1500,1500,5,3000,1500,40,7000,1500,1500,5,3000,1500
30000039,1,4,1200,1205,5,1.066,3,1,1,2,-1,-1,-1,-1,-1,1,1,2,1,1,2,0,2,2,2,HBSHOP,70,2,1.066,1,80,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,300000390104,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,5,1,2,2,10,2,PA,42,2,1,201609,1,2,3,3,2,1,3,1,234.2,2,1,23,1,2,XXXXX,1,82,5,1,1,1,1,1,935735.901112893,10,1.1886966,82,1,1,S,C,40,7000,1500,1500,5,3000,1500,30,7000,7000,5000,30,7000,3000
30000039,1,5,1315,1330,15,2.485,3,1,1,2,-1,-1,-1,-1,-1,1,13,2,1,1,2,0,2,2,2,NHB,35,2,2.485,1,40,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,300000390105,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,5,1,2,2,10,2,PA,42,2,1,201609,1,2,3,3,2,1,3,1,234.2,2,1,23,1,2,XXXXX,1,82,5,1,1,1,1,1,935735.901112893,3,2.7710235,82,1,1,C,S,30,7000,7000,5000,30,7000,3000,40,7000,1500,1500,60,7000,3000
30000039,1,6,1405,1415,10,1.519,3,1,1,2,-1,-1,-1,-1,-1,1,11,2,1,1,2,0,2,2,2,HBSHOP,45,2,1.519,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,300000390106,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,5,1,2,2,10,2,PA,42,2,1,201609,1,2,3,3,2,1,3,1,234.2,2,1,23,1,2,XXXXX,1,82,5,1,1,1,1,1,935735.901112893,10,1.6938369,82,1,1,S,S,40,7000,1500,1500,60,7000,3000,40,7000,1500,1500,5,3000,1500
30000039,1,7,1500,1530,30,1.0,1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,2,-1,2,0,2,-1,2,HBO,-9,2,-1.0,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,300000390107,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,5,1,2,2,10,2,PA,42,2,1,201609,1,2,3,3,2,1,3,1,234.2,2,1,23,1,2,XXXXX,1,82,5,1,1,1,1,1,935735.901112893,10,1.0,82,1,-1,S,S,40,7000,1500,1500,5,3000,1500,40,7000,1500,1500,5,3000,1500
30000039,2,1,1200,1205,5,1.066,3,1,1,2,-1,-1,-1,-1,-1,1,1,2,1,1,2,0,2,1,2,HBSHOP,70,2,-1.0,2,80,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,300000390201,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,5,1,2,2,10,2,PA,42,2,1,201609,1,2,3,3,2,1,3,1,234.2,2,1,23,1,2,XXXXX,1,78,3,2,4,2,2,1,1050923.68861165,10,1.1886966,78,2,1,S,C,40,7000,1500,1500,5,3000,1500,30,7000,7000,5000,30,7000,3000
30000039,2,2,1315,1330,15,2.485,3,1,1,2,-1,-1,-1,-1,-1,1,13,2,1,1,2,0,2,1,2,NHB,35,2,-1.0,2,40,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,300000390202,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,5,1,2,2,10,2,PA,42,2,1,201609,1,2,3,3,2,1,3,1,234.2,2,1,23,1,2,XXXXX,1,78,3,2,4,2,2,1,1050923.68861165,3,2.7710235,78,2,1,C,S,30,7000,7000,5000,30,7000,3000,40,7000,1500,1500,60,7000,3000
30000039,2,3,1405,1415,10,1.519,3,1,1,2,-1,-1,-1,-1,-1,1,11,2,1,1,2,0,2,1,2,HBSHOP,45,2,-1.0,2,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,300000390203,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,5,1,2,2,10,2,PA,42,2,1,201609,1,2,3,3,2,1,3,1,234.2,2,1,23,1,2,XXXXX,1,78,3,2,4,2,2,1,1050923.68861165,10,1.6938369,78,2,1,S,S,40,7000,1500,1500,60,7000,3000,40,7000,1500,1500,5,3000,1500
30000039,2,4,1500,1530,30,1.0,1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,2,-1,2,0,2,-1,2,HBO,-9,2,-1.0,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,300000390204,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,5,1,2,2,10,2,PA,42,2,1,201609,1,2,3,3,2,1,3,1,234.2,2,1,23,1,2,XXXXX,1,78,3,2,4,2,2,1,1050923.68861165,10,1.0,78,2,-1,S,S,40,7000,1500,1500,5,3000,1500,40,7000,1500,1500,5,3000,1500
30000041,1,1,800,945,105,68.406,3,0,0,2,-1,-1,-1,-1,-1,1,16,2,1,1,1,0,1,2,2,NHB,495,2,68.406,1,10,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,300000410101,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,4,1,2,2,11,2,CA,6,2,2,201606,1,2,3,3,1,1,2,1,276.3,9,4,93,1,2,XXXXX,2,44,5,1,1,1,1,1,325760.957032132,1,73.433841,44,1,1,T,U,40,300,50,25,40,300,300,60,17000,7000,5000,40,7000,3000
30000041,1,2,1800,2000,120,73.72,3,0,0,2,-1,-1,-1,-1,-1,1,3,2,1,1,1,0,1,2,2,HBW,-9,2,73.72,1,1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,300000410102,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,4,1,2,2,11,2,CA,6,2,2,201606,1,2,3,3,1,1,2,1,276.3,9,4,93,1,2,XXXXX,2,44,5,1,1,1,1,1,325760.957032132,1,79.13842,44,1,1,U,T,60,17000,7000,5000,40,7000,3000,40,300,50,25,40,300,300
30000041,2,1,700,715,15,0.688,1,0,0,-1,-1,-1,-1,-1,-1,-1,1,2,2,-1,1,0,1,-1,2,HBSOCREC,45,2,-1.0,-1,50,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,300000410201,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,4,1,2,2,11,2,CA,6,2,2,201606,1,2,3,3,1,1,2,1,276.3,9,4,93,1,2,XXXXX,2,40,1,2,1,1,1,1,274768.569491436,10,0.688,40,2,-1,T,T,40,300,50,25,40,300,300,40,300,50,25,40,300,300
30000041,2,2,800,815,15,0.688,1,0,0,-1,-1,-1,-1,-1,-1,-1,16,2,2,-1,1,0,1,-1,2,HBSOCREC,45,2,-1.0,-1,1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,300000410202,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,4,1,2,2,11,2,CA,6,2,2,201606,1,2,3,3,1,1,2,1,276.3,9,4,93,1,2,XXXXX,2,40,1,2,1,1,1,1,274768.569491436,10,0.688,40,2,-1,T,T,40,300,50,25,40,300,300,40,300,50,25,40,300,300
30000041,2,3,900,1100,120,77.937,3,0,0,1,-1,-1,-1,-1,-1,2,1,2,1,1,1,0,1,2,2,HBW,450,2,77.937,1,10,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,300000410203,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,4,1,2,2,11,2,CA,6,2,2,201606,1,2,3,3,1,1,2,1,276.3,9,4,93,1,2,XXXXX,2,40,1,2,1,1,1,1,274768.569491436,1,83.6653695,40,2,1,T,U,40,300,50,25,40,300,300,40,7000,7000,5000,50,7000,7000
30000041,2,4,1830,2030,120,77.821,3,0,0,1,-1,-1,-1,-1,-1,2,3,2,1,1,1,0,1,2,2,HBW,-9,2,77.821,1,1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,300000410204,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,4,1,2,2,11,2,CA,6,2,2,201606,1,2,3,3,1,1,2,1,276.3,9,4,93,1,2,XXXXX,2,40,1,2,1,1,1,1,274768.569491436,1,83.5408435,40,2,1,U,T,40,7000,7000,5000,50,7000,7000,40,300,50,25,40,300,300
30000062,1,1,710,820,70,60.357,3,1,0,1,-1,-1,-1,-1,-1,1,1,2,1,1,1,1,2,2,2,HBW,220,2,60.357,1,10,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,300000620101,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,5,1,2,6,10,2,TX,48,2,1,201609,1,10,4,6,2,4,6,2,207.9,7,3,74,1,2,XXXXX,2,50,4,2,1,1,1,1,91798.4593699873,1,64.7932395,50,2,1,R,C,20,50,50,25,5,50,50,30,3000,1500,1500,30,3000,1500
30000062,1,2,1200,1210,10,1.352,3,2,0,1,-1,-1,-1,-1,-1,1,3,2,1,1,1,2,3,2,2,NHB,35,2,1.352,1,40,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,300000620102,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,5,1,2,6,10,2,TX,48,2,1,201609,1,10,4,6,2,4,6,2,207.9,7,3,74,1,2,XXXXX,2,50,4,2,1,1,1,1,91798.4593699873,3,1.5076152,50,2,1,C,S,30,3000,1500,1500,30,3000,1500,40,1500,750,750,20,1500,750
30000062,1,3,1245,1255,10,1.358,3,2,0,1,-1,-1,-1,-1,-1,1,11,2,1,1,1,2,3,2,2,NHB,270,2,1.358,1,10,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,300000620103,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,5,1,2,6,10,2,TX,48,2,1,201609,1,10,4,6,2,4,6,2,207.9,7,3,74,1,2,XXXXX,2,50,4,2,1,1,1,1,91798.4593699873,3,1.5143058,50,2,1,S,C,40,1500,750,750,20,1500,750,30,3000,1500,1500,30,3000,1500
30000062,1,4,1725,1855,90,60.501,3,1,0,1,-1,-1,-1,-1,-1,1,3,2,1,1,1,1,2,2,2,HBW,-9,2,60.501,1,1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,300000620104,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,5,1,2,6,10,2,TX,48,2,1,201609,1,10,4,6,2,4,6,2,207.9,7,3,74,1,2,XXXXX,2,50,4,2,1,1,1,1,91798.4593699873,1,64.9478235,50,2,1,C,R,30,3000,1500,1500,30,3000,1500,20,50,50,25,5,50,50
30000062,2,1,1535,1554,19,10.535,6,0,0,6,-1,-1,-1,-1,-1,2,3,2,1,1,1,0,1,2,2,NHB,31,2,10.535,1,40,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,300000620201,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,5,1,2,6,10,2,TX,48,2,1,201609,1,10,4,6,2,4,6,2,207.9,7,3,74,1,2,XXXXX,2,50,4,1,6,1,2,1,101394.965731215,3,11.7475785,50,1,4,R,T,20,50,50,25,5,50,50,50,750,300,150,50,300,300
30000062,2,2,1625,1700,35,10.987,6,0,0,6,-1,-1,-1,-1,-1,2,11,2,1,1,1,0,1,2,2,HBSHOP,-9,2,10.987,1,1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,300000620202,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,5,1,2,6,10,2,TX,48,2,1,201609,1,10,4,6,2,4,6,2,207.9,7,3,74,1,2,XXXXX,2,50,4,1,6,1,2,1,101394.965731215,3,12.2516037,50,1,4,T,R,50,750,300,150,50,300,300,20,50,50,25,5,50,50
30000082,1,1,745,752,7,2.71,3,2,2,2,-1,-1,-1,-1,-1,1,1,2,1,1,3,0,3,2,2,HBO,17,2,2.71,1,70,1,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,300000820101,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,3,2,4,2,8,2,NY,36,2,2,201605,1,4,3,3,2,1,3,1,241.3,2,1,23,1,2,XXXXX,2,39,5,2,1,1,1,1,375517.390494912,4,3.021921,39,2,1,T,T,20,1500,300,750,30,750,300,40,1500,750,750,5,300,300
30000082,1,2,809,813,4,1.432,3,0,0,2,-1,-1,-1,-1,-1,1,6,2,1,1,1,0,1,2,2,NHB,11,2,1.432,1,80,1,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,300000820102,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,3,2,4,2,8,2,NY,36,2,2,201605,1,4,3,3,2,1,3,1,241.3,2,1,23,1,2,XXXXX,2,39,5,2,1,1,1,1,375517.390494912,10,1.5968232,39,2,1,T,T,40,1500,750,750,5,300,300,40,1500,750,750,5,300,300
30000082,1,3,824,828,4,0.777,3,0,0,2,-1,-1,-1,-1,-1,1,13,2,1,1,1,0,1,2,2,NHB,505,2,0.777,1,10,1,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,300000820103,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,2,4,2,8,2,NY,36,2,2,201605,1,4,3,3,2,1,3,1,241.3,2,1,23,1,2,XXXXX,2,39,5,2,1,1,1,1,375517.390494912,1,0.8341095,39,2,1,T,T,40,1500,750,750,5,300,300,40,1500,750,750,5,300,300
30000082,1,4,1653,1657,4,1.075,3,0,0,2,-1,-1,-1,-1,-1,1,3,2,1,1,1,0,1,2,2,NHB,21,2,1.075,1,70,1,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,300000820104,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,3,2,4,2,8,2,NY,36,2,2,201605,1,4,3,3,2,1,3,1,241.3,2,1,23,1,2,XXXXX,2,39,5,2,1,1,1,1,375517.390494912,4,1.1987325,39,2,1,T,T,40,1500,750,750,5,300,300,40,1500,750,750,5,300,300
30000082,1,5,1718,1726,8,2.727,3,2,2,2,-1,-1,-1,-1,-1,1,6,2,1,1,3,0,3,2,2,HBO,-9,2,2.727,1,1,1,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,300000820105,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,3,2,4,2,8,2,NY,36,2,2,201605,1,4,3,3,2,1,3,1,241.3,2,1,23,1,2,XXXXX,2,39,5,2,1,1,1,1,375517.390494912,1,2.9274345,39,2,1,T,T,40,1500,750,750,5,300,300,20,1500,300,750,30,750,300
30000082,2,1,730,733,3,2.136,3,0,0,1,-1,-1,-1,-1,-1,2,1,2,1,1,1,0,1,2,2,HBSHOP,5,2,2.136,1,40,2,1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,300000820201,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,3,2,4,2,8,2,NY,36,2,2,201605,1,4,3,3,2,1,3,1,241.3,2,1,23,1,2,XXXXX,2,38,4,1,1,1,1,1,473163.860891436,3,2.3818536,38,1,1,T,T,20,1500,300,750,30,750,300,20,1500,300,750,30,750,300
30000082,2,2,738,850,72,88.581,3,0,0,1,-1,-1,-1,-1,-1,2,11,2,1,1,1,0,1,2,2,NHB,8,2,88.581,1,80,2,1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,300000820202,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,3,2,4,2,8,2,NY,36,2,2,201605,1,4,3,3,2,1,3,1,241.3,2,1,23,1,2,XXXXX,2,38,4,1,1,1,1,1,473163.860891436,10,98.7766731,38,1,1,T,T,20,1500,300,750,30,750,300,5,300,300,150,20,300,300
30000082,2,3,858,949,51,45.341,3,0,0,1,-1,-1,-1,-1,-1,2,13,2,1,1,1,0,1,2,2,NHB,62,2,45.341,1,10,2,1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,300000820203,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,3,2,4,2,8,2,NY,36,2,2,201605,1,4,3,3,2,1,3,1,241.3,2,1,23,1,2,XXXXX,2,38,4,1,1,1,1,1,473163.860891436,2,50.5597491,38,1,1,T,S,5,300,300,150,20,300,300,20,3000,750,750,5,1500,750
30000082,2,4,1051,1224,93,28.208,3,1,0,97,-1,-1,-1,-1,-1,97,4,2,2,2,1,1,2,1,2,NHB,276,2,-1.0,2,10,2,1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,300000820204,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,3,2,4,2,8,2,NY,36,2,2,201605,1,4,3,3,2,1,3,1,241.3,2,1,23,1,2,XXXXX,2,38,4,1,1,1,1,1,473163.860891436,2,31.4547408,38,1,-1,S,U,20,3000,750,750,5,1500,750,80,17000,17000,5000,80,17000,17000
30000082,2,5,1700,1705,5,0.239,1,12,0,-1,-1,-1,-1,-1,-1,-1,4,2,1,-1,1,12,13,-1,2,NHB,130,2,-1.0,-1,10,2,1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,300000820205,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,3,2,4,2,8,2,NY,36,2,2,201605,1,4,3,3,2,1,3,1,241.3,2,1,23,1,2,XXXXX,2,38,4,1,1,1,1,1,473163.860891436,2,0.239,38,1,-1,U,U,80,17000,17000,5000,80,17000,17000,80,17000,17000,5000,80,17000,17000
30000082,2,6,1915,1926,11,0.267,1,1,0,-1,-1,-1,-1,-1,-1,-1,4,2,1,-1,1,1,2,-1,2,NHB,4,2,-1.0,-1,97,2,1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,300000820206,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,3,2,4,2,8,2,NY,36,2,2,201605,1,4,3,3,2,1,3,1,241.3,2,1,23,1,2,XXXXX,2,38,4,1,1,1,1,1,473163.860891436,11,0.267,38,1,-1,U,U,80,17000,17000,5000,80,17000,17000,80,17000,17000,5000,80,17000,17000
